id,neo_list_id,name,absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,is_potentially_hazardous_asteroid,close_approach_date,relative_velocity,miss_distance_km,miss_distance_miles,orbiting_body
54051181,54051181,(2020 QJ1),24.89,27.9611466062,62.5230245403,False,2024-09-03,3.6741490021,19861830.15499309,12341568.972155068,Earth
54190788,54190788,(2021 QH2),25.05,25.974965333,58.0817881978,False,2024-09-03,7.2959476111,24234464.325001642,15058597.855094953,Earth
54195870,54195870,(2021 RL10),23.52,52.5478530342,117.5005714561,False,2024-09-03,12.4049125432,64853384.74044167,40298024.63347811,Earth
54244535,54244535,(2022 CT),25.73,18.9913123471,42.46586539,False,2024-09-03,20.9810776696,41333688.8357253,25683563.279865194,Earth
54354858,54354858,(2023 HJ2),27.39,8.8420909266,19.771516375,False,2024-09-03,11.691850955,46305856.27651684,28773124.862698793,Earth
54465199,54465199,(2024 NC4),22.13,99.6678239968,222.8640296264,False,2024-09-03,5.1092307693,52676317.47656324,32731545.89798519,Earth
54465521,54465521,(2024 PJ1),24.56,32.5502985765,72.7846803049,False,2024-09-03,5.2998039318,9510030.333925342,5909258.83352804,Earth
54467485,54467485,(2024 QV1),24.79,29.2789148476,65.4696439067,False,2024-09-03,13.3042224934,2100021.613533925,1304892.921961165,Earth
54467973,54467973,(2024 RL1),25.34,22.7276732285,50.8206223093,False,2024-09-03,10.4275937891,7621910.183782223,4736035.3753237575,Earth
54467980,54467980,(2024 RR1),25.66,19.6134944368,43.8571068371,False,2024-09-03,8.7311171117,2522950.42500134,1567688.699404892,Earth
54467981,54467981,(2024 RS1),26.25,14.9470324236,33.422580561,False,2024-09-03,14.1694028598,902035.722101468,560499.0070295384,Earth
54468771,54468771,(2024 QT3),22.83,72.2029557657,161.4507172686,False,2024-09-03,18.8170324371,45889695.42228609,28514534.49887431,Earth
54468796,54468796,(2024 RA5),28.91,4.3909144597,9.8183832153,False,2024-09-03,3.1297762462,2582968.372375564,1604982.1225842233,Earth
54470170,54470170,(2024 RG10),23.8,46.1907460282,103.2856480504,False,2024-09-03,12.6704007217,1952147.290513769,1213008.078393252,Earth
54471054,54471054,(2024 RL15),22.55,82.1400525962,183.6707412805,False,2024-09-03,10.4496639122,50890101.331013516,31621642.652037986,Earth
54482425,54482425,(2024 SK2),25.19,24.3531406274,54.4552779086,False,2024-09-03,6.5522850325,3227481.803203358,2005464.1979000203,Earth
54485086,54485086,(2024 SZ6),24.31,36.5220356958,81.6657544926,False,2024-09-03,8.8355858138,14518127.054189673,9021145.835382594,Earth
54492949,54492949,(2024 TT20),21.52,131.9942390415,295.1480911351,False,2024-09-03,13.5019174583,39134781.8482982,24317225.83578716,Earth
54518920,54518920,(2025 CL2),21.36,142.0872067277,317.7166529762,False,2024-09-03,22.7575145235,28582124.551793464,17760108.649303295,Earth
3426808,3426808,(2008 RR24),21.2,152.9519353442,342.0109247198,False,2024-09-04,23.2964215968,24553653.745528206,15256932.96408895,Earth
3843359,3843359,(2019 OH1),22.59,80.6408276759,180.3183724451,False,2024-09-04,8.1844263589,43863799.65805568,27255701.243855212,Earth
3843818,3843818,(2019 RF2),26.6,12.7219878539,28.4472296503,False,2024-09-04,19.6406267281,67914226.21501847,42199943.33263817,Earth
54016786,54016786,(2020 HQ7),26.1,16.0160337979,35.8129403019,False,2024-09-04,7.1259297468,63638281.11273447,39542994.25044494,Earth
54048885,54048885,(2020 OF1),24.6,31.9561886721,71.4562101727,False,2024-09-04,18.165244716,55043000.10581212,34202134.29171051,Earth
54054456,54054456,(2020 SX),23.3,58.1507039646,130.0289270043,False,2024-09-04,3.4461949588,55173564.41441521,34283263.19107942,Earth
54132973,54132973,(2021 FE3),24.16,39.1340663147,87.5064325156,False,2024-09-04,8.4242031308,70371092.96277048,43726569.53909343,Earth
54190783,54190783,(2021 QA2),24.04,41.3575664881,92.4783300513,False,2024-09-04,18.0732959027,30024574.74034154,18656405.6346236,Earth
54192748,54192748,(2021 RS2),30.35,2.2623249055,5.058712276,False,2024-09-04,18.3044662772,9880690.966076013,6139576.6703664595,Earth
54268432,54268432,(2022 FV4),23.92,43.7074004031,97.732718421,False,2024-09-04,18.9141429733,35604341.60450882,22123511.992159046,Earth
54465218,54465218,(2024 OW),22.57,81.3869880675,181.9868378029,False,2024-09-04,7.8075090559,13185360.378349021,8193003.024507623,Earth
54467167,54467167,(2024 QU),24.87,28.2198679103,63.1015429636,False,2024-09-04,6.4096056021,4544554.181462095,2823855.024463111,Earth
54467561,54467561,(2024 QE2),27.49,8.4441312798,18.8816515525,False,2024-09-04,8.2335010347,747213.670084263,464297.0448503094,Earth
54467566,54467566,(2024 RB),27.52,8.3282734552,18.6225855811,False,2024-09-04,11.3530153303,1181957.242611094,734434.1743933372,Earth
54468519,54468519,(2024 RW2),25.57,20.4434871028,45.713026859,False,2024-09-04,8.2825195201,1672500.506492398,1039243.6243671724,Earth
54468518,54468518,(2024 RZ2),28.6,5.0647145883,11.3250461062,False,2024-09-04,7.4011111031,260516.238325345,161877.284145961,Earth
54468529,54468529,(2024 RL3),29.09,4.041615334,9.0373266258,False,2024-09-04,8.0814503163,40843.704140371,25379.1009082798,Earth
54468764,54468764,(2024 RS3),26.21,15.2249185036,34.043952726,False,2024-09-04,10.1061165891,8784841.988160754,5458647.690586272,Earth
54468800,54468800,(2024 RE5),24.71,30.3777061387,67.9266159267,False,2024-09-04,7.6149904181,15672397.859964978,9738376.455665577,Earth
54469528,54469528,(2024 RJ8),22.52,83.2827345523,186.225855811,False,2024-09-04,17.2353634537,35148012.15140543,21839962.018387605,Earth
54471083,54471083,(2024 RU16),22.02,104.8467508916,234.4444622136,False,2024-09-04,6.3267493443,54199335.3482949,33677905.32020973,Earth
3304382,3304382,(2005 WR2),19.52,331.5545380858,741.3784854083,False,2024-09-10,14.6351290871,47893331.89112816,29759536.469104286,Earth
3426807,3426807,(2008 RQ24),20.9,175.6123184804,392.6810818086,False,2024-09-10,3.6232333536,36911535.55669827,22935764.64939338,Earth
3616348,3616348,(2012 VH5),22.49,84.4413127979,188.8165155254,False,2024-09-10,7.8735057248,46748627.61482297,29048250.214590132,Earth
3648844,3648844,(2013 TR4),23.24,59.7798714231,133.6718561883,False,2024-09-10,9.1901151332,34240683.11811104,21276173.900300883,Earth
3826885,3826885,(2018 QR),24.7,30.5179232594,68.2401509401,False,2024-09-10,10.7313597,44071325.578226216,27384651.87112914,Earth
54016590,54016590,(2020 HP1),28.6,5.0647145883,11.3250461062,False,2024-09-10,9.7341157063,31001464.808494058,19263416.975483682,Earth
54053850,54053850,(2020 PM7),22.34,90.4804968225,202.3205415331,False,2024-09-10,10.3710083785,11410170.717802322,7089951.318631164,Earth
54194978,54194978,(2021 RU7),23.47,53.7718497693,120.23751136,False,2024-09-10,11.658214134,38003723.05194634,23614418.489343815,Earth
54239834,54239834,(2022 BA1),22.58,81.0130488243,181.1506842357,False,2024-09-10,24.9481370409,53730061.74501254,33386312.224481583,Earth
54293318,54293318,(2020 CO8),28.0,6.676594135,14.9293183439,False,2024-09-10,9.0363532405,15930475.458532091,9898738.439331189,Earth
54358767,54358767,(2023 JA4),23.2,60.8912622106,136.1570015386,False,2024-09-10,19.6751651559,69859652.31258973,43408775.05539712,Earth
54466216,54466216,(2024 PZ5),23.31,57.8835257491,129.4314983525,False,2024-09-10,11.136638718,13195918.681858094,8199563.650087911,Earth
54467607,54467607,(2024 RH),25.63,19.8863453236,44.4672199676,False,2024-09-10,11.3577749627,6409921.946677553,3982940.806246111,Earth
54468526,54468526,(2024 RG3),24.59,32.1036917371,71.7860370529,False,2024-09-10,7.3320122422,24510171.26959912,15229914.206423055,Earth
54468530,54468530,(2024 RM3),26.45,13.6318555865,30.4817557509,False,2024-09-10,6.1519346677,1837447.8061046,1141737.12365948,Earth
54469027,54469027,(2024 RA7),24.82,28.8771930757,64.5713667167,False,2024-09-10,14.0078704869,16252081.692487655,10098575.286553439,Earth
54469033,54469033,(2024 RG7),24.62,31.6632125734,70.8010957001,False,2024-09-10,12.4532072389,7558516.874626976,4696644.599589229,Earth
54470424,54470424,(2024 RJ12),27.62,7.9534394041,17.7844311625,False,2024-09-10,5.3520901491,671474.033758129,417234.6171510202,Earth
54470720,54470720,(2024 RP12),24.2,38.4197891064,85.9092601232,False,2024-09-10,7.4628886691,10644890.486952834,6614428.233479749,Earth
54470736,54470736,(2024 RH13),27.43,8.6807045791,19.4106455316,False,2024-09-10,7.1413374389,6444891.869969818,4004670.1089787683,Earth
54471040,54471040,(2024 RW13),27.1,10.1054341542,22.5964377109,False,2024-09-10,22.3043778827,411000.655222539,255383.9648434782,Earth
54471044,54471044,(2024 RA14),24.96,27.0741590945,60.5396601689,False,2024-09-10,11.7854510238,1289825.669402027,801460.5067488926,Earth
54471062,54471062,(2024 RU15),25.68,19.433676839,43.4550224647,False,2024-09-10,11.6046548997,13251802.297617638,8234288.118725885,Earth
54481753,54481753,(2024 SW1),25.06,25.855621208,57.8149266216,False,2024-09-10,13.2992151107,4180455.226045151,2597614.4244830436,Earth
54487952,54487952,(2024 TG4),22.53,82.9000851452,185.3702257252,False,2024-09-10,4.4354773206,50473049.23251245,31362498.49470368,Earth
54520921,54520921,(2025 DJ13),28.1,6.3760978988,14.2573883328,False,2024-09-10,7.19748096,29858987.86495573,18553514.7213739,Earth
2276049,2276049,276049 (2002 CE26),16.64,1248.9785406727,2792.8009193826,False,2024-09-11,25.8862478151,26819608.07480381,16664931.694532126,Earth
2337248,2337248,337248 (2000 RH60),20.08,256.1857544793,572.8487618827,False,2024-09-11,14.284415278,41629119.85556803,25867135.603233717,Earth
2485110,2485110,485110 (2010 HZ108),20.93,173.2028271414,387.2932953833,False,2024-09-11,14.3694627194,22235478.090988744,13816485.406798907,Earth
3167367,3167367,(2003 WT153),28.0,6.676594135,14.9293183439,False,2024-09-11,14.1172531249,46503867.30840198,28896163.212548126,Earth
3330689,3330689,(2006 HW50),24.4,35.0392641108,78.3501764334,False,2024-09-11,7.6047440208,69550799.86552358,43216863.04386844,Earth
3601472,3601472,(2012 FR1),19.12,398.6162292765,891.332985597,True,2024-09-11,25.5140309324,24082927.861083675,14964437.462691741,Earth
3616696,3616696,(2012 VM6),25.31,23.0438466577,51.5276075896,False,2024-09-11,3.5981859783,15361227.109667217,9545023.917306889,Earth
3661506,3661506,(2014 CR13),25.7,19.2555078188,43.0566244241,False,2024-09-11,18.5652925267,35737584.642491706,22206305.376781356,Earth
3673977,3673977,(2014 MA18),25.5,21.113244479,47.2106498806,False,2024-09-11,18.7631149044,56483126.83000208,35096987.543225504,Earth
3760679,3760679,(2016 TU19),24.4,35.0392641108,78.3501764334,False,2024-09-11,10.0589113476,5069360.054946517,3149954.2728232546,Earth
3781414,3781414,(2017 RX2),26.55,13.0183210188,29.109850751,False,2024-09-11,11.0417473915,12661559.623033555,7867528.327616833,Earth
3879138,3879138,(2019 TL6),22.59,80.6408276759,180.3183724451,False,2024-09-11,16.4256307096,48433876.432922736,30095415.27246837,Earth
54191843,54191843,(2021 RJ),24.7,30.5179232594,68.2401509401,False,2024-09-11,12.831690979,36204047.54115336,22496151.981644046,Earth
54195880,54195880,(2021 RE12),23.31,57.8835257491,129.4314983525,False,2024-09-11,13.0637802186,52670039.87122485,32727645.17490685,Earth
54432969,54432969,(2024 GF1),24.51,33.3084924299,74.4800533014,False,2024-09-11,14.718533258,61111448.09941408,37972893.02252903,Earth
54467611,54467611,(2024 RM),24.23,37.8926498379,84.7305408852,False,2024-09-11,7.4368417287,19141672.456481285,11894083.728466306,Earth
54467976,54467976,(2024 RO1),25.93,17.3202827141,38.7293295383,False,2024-09-11,9.4193779877,3501557.562545929,2175766.97771066,Earth
54468770,54468770,(2024 RY3),26.89,11.1315329608,24.8908643942,False,2024-09-11,14.1396292442,1350761.339869553,839324.1766157114,Earth
54468792,54468792,(2024 RW4),24.92,27.5775052924,61.6651764838,False,2024-09-11,5.1334507504,3311678.655914202,2057781.6961799075,Earth
54469532,54469532,(2024 RL8),27.45,8.6011194012,19.2326876637,False,2024-09-11,13.3220459091,429244.324906057,266720.0555233066,Earth
54471039,54471039,(2024 RX13),31.06,1.6313794097,3.6478752572,False,2024-09-11,5.5941475973,85724.471360349,53266.7164928562,Earth
54471079,54471079,(2024 RM16),26.16,15.5795524128,34.836938254,False,2024-09-11,11.6240117296,2579841.343058741,1603039.0766669859,Earth
54481739,54481739,(2024 SF1),24.55,32.7005439282,73.1206391247,False,2024-09-11,9.2490438277,10459759.293122362,6499393.043886116,Earth
2523971,2523971,523971 (1999 AJ39),21.21,152.249185036,340.4395272595,False,2024-09-09,8.3883646791,24791500.700542677,15404724.208763862,Earth
3544980,3544980,(2010 PS66),25.15,24.8058993152,55.4676771118,False,2024-09-09,10.7822934435,34719801.11394726,21573884.01791192,Earth
3719152,3719152,(2015 JP),22.78,73.884778657,165.2113875797,False,2024-09-09,8.5702265286,61227430.92411084,38044961.40794015,Earth
3759000,3759000,(2016 RG17),23.0,66.7659413495,149.2931834393,False,2024-09-09,22.1440414243,21081881.492893953,13099673.719742404,Earth
3840852,3840852,(2019 GW3),24.89,27.9611466062,62.5230245403,False,2024-09-09,7.1448801071,67417469.67288288,41891273.13058257,Earth
3840866,3840866,(2019 GJ4),26.02,16.617090174,37.1569432173,False,2024-09-09,7.6606746018,14666691.965857109,9113459.790837744,Earth
3843682,3843682,(2019 QT5),23.9,44.1118199997,98.6370281305,False,2024-09-09,15.6435352068,73459991.08403195,45645921.83009694,Earth
54016545,54016545,(2020 HF),25.2,24.2412481101,54.2050786336,False,2024-09-09,12.5952428178,55369702.196732,34405137.5576216,Earth
54385785,54385785,(2023 SP2),28.23,6.0055802772,13.4288857443,False,2024-09-09,4.1733185029,5857517.555025542,3639692.6339028,Earth
54422950,54422950,(2024 BC3),22.21,96.0627414896,214.8028200758,False,2024-09-09,20.9671937626,70268692.33812805,43662940.741447166,Earth
54431589,54431589,(2024 FU1),23.98,42.5162524006,95.0692305162,False,2024-09-09,6.2468016926,34016030.650351204,21136581.32982843,Earth
54432461,54432461,(2024 GQ),27.24,9.4744711265,21.1855614896,False,2024-09-09,8.5937623196,46775073.27196519,29064682.783949945,Earth
54458891,54458891,(2024 NH2),18.66,492.6687055037,1101.640715893,False,2024-09-09,30.6954731112,62582273.2789142,38886821.40964796,Earth
54466250,54466250,(2024 PM6),24.08,40.602705828,90.7904103018,False,2024-09-09,9.0481603504,5350409.184361055,3324590.103870359,Earth
54467129,54467129,(2024 QS),24.64,31.3729224956,70.151987353,False,2024-09-09,9.2870263297,4637888.920866149,2881850.5422408963,Earth
54467608,54467608,(2024 RJ),26.5,13.3215566698,29.7879062798,False,2024-09-09,11.8979401583,2039487.2094331,1267278.58745278,Earth
54467967,54467967,(2024 RE1),25.54,20.7278843377,46.3489584089,False,2024-09-09,13.2257731386,3453862.425557428,2146130.5938433865,Earth
54467975,54467975,(2024 RN1),26.3,14.6067964271,32.6617897446,False,2024-09-09,16.5512165296,1388425.730237536,862727.7435525568,Earth
54468531,54468531,(2024 RN3),26.46,13.5692228993,30.3417048048,False,2024-09-09,9.2376212937,684166.246164243,425121.1922348334,Earth
54469039,54469039,(2024 RX7),26.11,15.9424468069,35.6483947878,False,2024-09-09,12.4790852861,5064093.566651676,3146681.8287420888,Earth
54469530,54469530,(2024 RK8),26.67,12.3184191266,27.5448225424,False,2024-09-09,5.5155710271,1421564.874796741,883319.4531313858,Earth
54469541,54469541,(2024 RH9),26.07,16.238839022,36.3111479288,False,2024-09-09,7.0093310639,10612017.207728192,6594001.724959344,Earth
54469546,54469546,(2024 RS9),23.26,59.2318062676,132.4463452445,False,2024-09-09,4.344573408,16756025.305252505,10411711.32721437,Earth
54471082,54471082,(2024 RS16),29.21,3.824326621,8.5514542927,False,2024-09-09,11.4852134132,254753.279579335,158296.347631423,Earth
54471960,54471960,(2024 RJ34),25.56,20.5378499518,45.924028604,False,2024-09-09,4.4925408565,10749410.210303178,6679373.778004737,Earth
54483145,54483145,(2024 SG3),21.67,123.1841912659,275.4482254239,False,2024-09-09,12.5648625588,65645231.712949365,40790055.526418716,Earth
54483858,54483858,(2024 SZ3),23.49,53.2788664874,119.1351672299,False,2024-09-09,4.0803896632,29914759.282312773,18588169.473157372,Earth
54484281,54484281,(2024 SQ4),22.41,87.6102614968,195.9025002333,False,2024-09-09,12.838907896,46038498.03000917,28606996.151809614,Earth
54486541,54486541,(2024 SO9),23.19,61.1723235067,136.7854737026,False,2024-09-09,9.9416639491,11144296.42232591,6924744.692155184,Earth
2163679,2163679,163679 (2002 XG84),19.29,368.5996993141,824.2139841524,False,2024-09-05,10.0629602375,27097353.42501812,16837514.652377203,Earth
2488803,2488803,488803 (2005 GB120),20.48,213.0860292484,476.474846455,False,2024-09-05,14.5847607343,65785643.89973669,40877303.6135408,Earth
3133157,3133157,(2002 QZ6),19.64,313.7292249562,701.5198735305,False,2024-09-05,17.3967824839,59047667.437555306,36690519.18371504,Earth
3546703,3546703,(2010 SE),24.4,35.0392641108,78.3501764334,False,2024-09-05,20.7490684056,48404505.31463373,30077164.905844327,Earth
3607086,3607086,(2012 PN),24.7,30.5179232594,68.2401509401,False,2024-09-05,11.6051945131,20836200.4265429,12947014.584010046,Earth
3682465,3682465,(2014 QF33),23.7,48.3676488219,108.1533506775,False,2024-09-05,37.4903139817,67628731.3061837,42022545.02235719,Earth
3717048,3717048,(2015 HH10),18.17,617.3834404717,1380.5113410775,False,2024-09-05,14.7483244742,53566707.27376137,33284808.46283808,Earth
3831740,3831740,(2018 TG5),20.65,197.0402621378,440.5954204445,False,2024-09-05,11.8647367523,42963628.77812227,26696360.996016525,Earth
3831844,3831844,(2018 TS5),21.47,135.0687798326,302.0229733436,False,2024-09-05,3.92633201,65335033.81256,40597307.488962024,Earth
54184281,54184281,(2021 PC7),19.39,352.0099800547,787.1182441607,True,2024-09-05,25.48793681,58359967.51018421,36263202.26379552,Earth
54248647,54248647,(2022 DO4),27.16,9.8300330186,21.9806220506,False,2024-09-05,9.215868761,15747112.70600225,9784802.108207025,Earth
54276985,54276985,(2022 HR3),27.34,9.0480496823,20.2320541533,False,2024-09-05,10.42931095,61276274.94282136,38075311.67380634,Earth
54300837,54300837,(2022 QB37),23.89,44.3154309096,99.0923159661,False,2024-09-05,6.0784756366,23630414.96379952,14683258.98673855,Earth
54379768,54379768,(2023 RC),23.41,55.2783379432,123.6061213242,False,2024-09-05,7.9388063333,23611217.42817731,14671330.191248504,Earth
54387141,54387141,(2023 SM5),26.36,14.2087206728,31.7716652976,False,2024-09-05,24.1229388491,65152124.82028944,40483653.111388616,Earth
54439419,54439419,(2024 JP),27.16,9.8300330186,21.9806220506,False,2024-09-05,3.5559482063,28175940.91806535,17507717.842821855,Earth
54467127,54467127,(2024 QR),20.88,177.237239257,396.314515123,False,2024-09-05,7.8466201805,58482849.2949724,36339557.464225195,Earth
54468275,54468275,(2024 RG2),25.41,22.0067027115,49.2084832235,False,2024-09-05,16.6342647799,5756256.207921881,3576771.7504927176,Earth
54468273,54468273,(2024 RJ2),23.53,52.3064175804,116.9607053693,False,2024-09-05,15.9348422079,4053096.724997221,2518477.52155881,Earth
54468522,54468522,(2024 RC3),25.4,22.1082810359,49.435619262,False,2024-09-05,11.7883765079,7170248.064544547,4455385.548334869,Earth
54468794,54468794,(2024 RY4),24.64,31.3729224956,70.151987353,False,2024-09-05,5.9399252039,19156039.940634593,11903011.269143611,Earth
54469024,54469024,(2024 RB6),27.76,7.4568426097,16.6740069728,False,2024-09-05,7.5622677888,2094645.694397179,1301552.4807079101,Earth
54470176,54470176,(2024 RQ10),27.87,7.0885103303,15.8503909578,False,2024-09-05,9.9327180059,1332238.44576168,827814.583923984,Earth
54470732,54470732,(2024 RC13),28.45,5.4269394569,12.1350055355,False,2024-09-05,7.0592470204,902140.066615793,560563.8437042234,Earth
3385827,3385827,(2007 SV1),24.7,30.5179232594,68.2401509401,False,2024-09-06,23.6689535321,71040217.21790516,44142344.07151286,Earth
3606222,3606222,(2012 NP),21.3,146.0679642714,326.6178974458,False,2024-09-06,15.5245524068,59739636.67869917,37120488.932199664,Earth
3609754,3609754,(2012 TT5),21.9,110.8038821264,247.7650126055,False,2024-09-06,14.0990259748,33272492.719611138,20674568.283496186,Earth
3623948,3623948,(2013 AO60),21.33,144.0638366688,322.1365318908,False,2024-09-06,25.3131925173,66534015.14317922,41342319.94112236,Earth
3711781,3711781,(2015 DL155),24.35,35.8554334193,80.1751864882,False,2024-09-06,10.9834915097,63332248.40600037,39352834.344312385,Earth
3774728,3774728,(2017 KZ4),20.71,191.6703679668,428.5879720462,True,2024-09-06,30.6325574545,60223868.78243985,37421376.80910788,Earth
3826762,3826762,(2018 PO20),26.5,13.3215566698,29.7879062798,False,2024-09-06,16.7542871421,61165835.25776044,38006687.63564842,Earth
54048851,54048851,(2020 OH),23.6,50.6471458835,113.2504610618,False,2024-09-06,17.1474411461,66287526.87664122,41189159.23445199,Earth
54088810,54088810,(2020 WK),25.6,20.1629919443,45.0858206172,False,2024-09-06,17.1032628999,65228796.22694887,40531294.51432558,Earth
2554126,2554126,554126 (2012 NP),21.4,139.4938229344,311.9176705226,False,2024-09-06,15.5245517678,59739633.68674177,37120487.07308355,Earth
54190077,54190077,(2021 QL1),24.04,41.3575664881,92.4783300513,False,2024-09-06,11.434030466,29456876.105731573,18303654.060384814,Earth
54194981,54194981,(2021 RX7),23.82,45.7672667231,102.3387195373,False,2024-09-06,15.5200399212,61033529.240996085,37924476.48901258,Earth
54465604,54465604,(2024 PJ2),22.05,103.4081995395,231.2277636011,False,2024-09-06,7.9460983854,13123454.775131565,8154536.666377023,Earth
54467605,54467605,(2024 RF),26.81,11.5492817585,25.8249791033,False,2024-09-06,7.8565625158,4745385.282794605,2948645.684211349,Earth
54468509,54468509,(2024 RL2),28.45,5.4269394569,12.1350055355,False,2024-09-06,11.0432307539,1050008.286042853,652444.8946752514,Earth
54468527,54468527,(2024 RH3),28.05,6.5246162979,14.5894855692,False,2024-09-06,11.1509080303,1076832.09668086,669112.437721468,Earth
54470422,54470422,(2024 RN11),25.94,17.2407032437,38.5513844328,False,2024-09-06,13.1127062099,4734444.51737109,2941847.407817442,Earth
54470733,54470733,(2024 RD13),26.57,12.8989683343,28.8429700351,False,2024-09-06,17.423018594,4042182.438396696,2511695.698342565,Earth
54471388,54471388,(2024 RS25),27.02,10.4846750892,23.4444462214,False,2024-09-06,9.2617051977,2860695.411810586,1777553.7026386468,Earth
54483146,54483146,(2024 SJ3),23.18,61.4546821229,137.4168467624,False,2024-09-06,7.8194688913,19453541.634354714,12087870.249596467,Earth
54496025,54496025,(2024 UF5),21.38,140.7845433864,314.8038091933,False,2024-09-06,19.3209739713,65798944.82587583,40885568.42579923,Earth
54521610,54521610,(2025 DU24),26.4,13.9493822934,31.1917670523,False,2024-09-06,4.5089871144,22433110.849699803,13939288.708597187,Earth
3398132,3398132,(2007 YJ1),25.3,23.150212221,51.7654482198,False,2024-09-07,3.0024162077,38805835.62477066,24112828.130534682,Earth
3879168,3879168,(2019 TZ6),27.7,7.6657557353,17.1411509231,False,2024-09-07,8.500525463,48459766.00486259,30111502.306506116,Earth
54087418,54087418,(2020 VH),28.5,5.3034072332,11.8587790858,False,2024-09-07,5.4832035414,8631291.787314715,5363236.020078493,Earth
54301304,54301304,(2022 RC2),25.5,21.113244479,47.2106498806,False,2024-09-07,17.8401100381,73430509.6672334,45627602.92715713,Earth
54467114,54467114,(2024 QM),23.68,48.8151891662,109.1540813101,False,2024-09-07,8.1737591868,10950033.46035511,6804035.284956118,Earth
54467571,54467571,(2024 RC),27.49,8.4441312798,18.8816515525,False,2024-09-07,1.6313798681,7655232.062139633,4756740.630419616,Earth
54468521,54468521,(2024 RB3),27.73,7.5605776236,16.9059655155,False,2024-09-07,13.8110884533,692800.122673636,430486.0343267368,Earth
54468763,54468763,(2024 RR3),26.96,10.7784168722,24.1012728161,False,2024-09-07,16.6207729891,359172.144045725,223179.221352005,Earth
54468778,54468778,(2024 RF4),25.44,21.7047594307,48.5333175224,False,2024-09-07,12.7212514576,6077460.547199689,3776358.871942148,Earth
54468779,54468779,(2024 RH4),25.02,26.3363130952,58.8897863577,False,2024-09-07,13.6700628448,12339115.147333022,7667170.621126824,Earth
54468786,54468786,(2024 RO4),23.43,54.7715430947,122.4728935923,False,2024-09-07,15.5331004913,15866663.170622336,9859087.322270798,Earth
54469026,54469026,(2024 RH6),28.58,5.1115778154,11.4298354676,False,2024-09-07,10.7004162409,214743.179649965,133435.224360917,Earth
54469529,54469529,(2024 PS13),24.61,31.8093633221,71.1278987093,False,2024-09-07,6.1237040677,10455074.785421181,6496482.225777032,Earth
54469537,54469537,(2024 RW8),26.4,13.9493822934,31.1917670523,False,2024-09-07,9.4253803297,964129.728876404,599082.4337022152,Earth
54470723,54470723,(2024 RU12),24.6,31.9561886721,71.4562101727,False,2024-09-07,16.5766844246,6087163.435128315,3782387.966928147,Earth
54470724,54470724,(2024 RV12),26.06,16.3137940973,36.4787525725,False,2024-09-07,11.9279297494,1623617.083702913,1008868.8739416794,Earth
54470725,54470725,(2024 RW12),22.9,69.9125232246,156.3291544087,False,2024-09-07,13.9113990854,8354210.367407251,5191065.609396024,Earth
54471055,54471055,(2024 RK15),24.44,34.3997254657,76.9201245487,False,2024-09-07,2.7436946983,38958585.491971985,24207742.49677594,Earth
54471072,54471072,(2024 RE16),27.2,9.6506146958,21.5794304844,False,2024-09-07,21.9704377746,1280383.710078255,795593.545279719,Earth
54471074,54471074,(2024 RG16),24.29,36.8599699314,82.4213984152,False,2024-09-07,13.9081474725,19763069.231567968,12280201.779973213,Earth
54485069,54485069,(2024 SW5),25.95,17.1614894077,38.3742569109,False,2024-09-07,8.0327847,6295649.579147021,3911935.24963405,Earth
3360486,3360486,(2006 WE4),18.9,441.1181999969,986.3702813054,False,2024-09-08,15.9778132142,52784998.44418508,32799077.119801033,Earth
3393819,3393819,(2007 VW83),24.1,40.2304579834,89.9580388169,False,2024-09-08,17.6127510576,59047215.21815408,36690238.18760908,Earth
3638380,3638380,(2013 JL22),21.16,155.7955241278,348.36938254,True,2024-09-08,23.9319954466,27885303.01397742,17327123.82347757,Earth
3759767,3759767,(2016 SQ3),25.3,23.150212221,51.7654482198,False,2024-09-08,22.2667169325,69028741.37188148,42892470.938181065,Earth
54054531,54054531,(2020 SN2),24.02,41.7402433392,93.3340215038,False,2024-09-08,3.7047715892,61440946.56347873,38177633.87413935,Earth
54055090,54055090,(2020 TS2),19.04,413.5756648806,924.7833005128,False,2024-09-08,37.5990465148,33066290.306756277,20546440.045533516,Earth
54304625,54304625,(2022 SR),24.69,30.6587875929,68.5551331654,False,2024-09-08,6.4080691309,3759190.286967237,2335852.5294003906,Earth
54322246,54322246,(2022 UQ20),27.34,9.0480496823,20.2320541533,False,2024-09-08,20.851317533,57511590.15048583,35736045.01708528,Earth
54378880,54378880,(2023 QL7),20.73,189.9131234709,424.6586539002,True,2024-09-08,12.8081932743,53766735.99195835,33409100.544825256,Earth
54465523,54465523,(2024 PL1),22.54,82.5191938525,184.5185269026,False,2024-09-08,10.3968932192,9134614.673637573,5675986.359213588,Earth
54467960,54467960,(2024 RX),21.8,116.0259082094,259.4418179074,False,2024-09-08,16.6216814572,16949112.113809578,10531689.906571083,Earth
54468274,54468274,(2024 RF2),25.05,25.974965333,58.0817881978,False,2024-09-08,11.454212854,1521919.943044155,945677.200973139,Earth
54469020,54469020,(2024 RU5),24.62,31.6632125734,70.8010957001,False,2024-09-08,5.6534982075,22791460.729053073,14161956.998361513,Earth
54469032,54469032,(2024 RH7),29.84,2.8612445378,6.3979372868,False,2024-09-08,13.9355118085,163000.911645206,101284.0698916028,Earth
